Case,Activity,Timestamp,Resource
202,Prepare main course,2024-05-14 22:43:46.024000000,Cook-000003
202,Signal food complete,2024-05-15 01:28:43.446000000,Cook-000001
202,Bring food,2024-05-15 18:27:46.818000000,Cook helper-000003
202,Deliver to customer,2024-05-15 18:30:15.580000000,Waiter-000004
2020,Take order,2024-08-01 19:00:00.000000000,Waiter-000003
2020,Review order,2024-08-01 19:01:30.119000000,Waiter-000002
2020,Prepare starter,2024-08-01 19:02:00.631000000,Cook helper-000002
2020,prepare drinks,2024-08-01 19:02:05.631000000,Barman-000002
2020,Bring drinks,2024-08-01 19:02:42.854000000,Barman-000003
2020,Review drinks,2024-08-01 19:03:29.953000000,Waiter-000004
2020,Prepare main course,2024-08-06 01:14:49.780000000,Cook-000003
2020,Signal food complete,2024-08-09 19:46:53.520000000,Cook-000003
2020,Bring food,2024-08-09 20:32:45.710000000,Cook helper-000002
2020,Deliver to customer,2024-08-09 20:34:01.838000000,Waiter-000003
2021,Take order,2024-08-01 19:15:00.000000000,Waiter-000003
2021,Review order,2024-08-01 19:15:46.646000000,Waiter-000002
2021,prepare drinks,2024-08-01 19:17:33.129000000,Barman-000001
2021,Bring drinks,2024-08-01 19:45:36.073000000,Barman-000002
2021,Review drinks,2024-08-01 19:56:09.746000000,Waiter-000001
2021,Prepare main course,2024-08-06 01:45:12.527000000,Cook-000002
2021,Signal food complete,2024-08-09 20:17:35.424000000,Cook-000001
2021,Bring food,2024-08-09 20:43:48.145000000,Cook helper-000001
2021,Deliver to customer,2024-08-09 20:48:56.211000000,Waiter-000005
2022,record order,2024-08-01 19:30:00.000000000,Waiter-000004
2022,Review order,2024-08-01 19:30:39.017000000,Waiter-000001
2022,Prepare starter,2024-08-01 19:31:41.022000000,Cook helper-000002
2022,Drink handling,2024-08-01 19:31:46.022000000,Barman-000002
2022,Drink handling,2024-08-01 19:33:46.662000000,Barman-000003
2022,Drink handling,2024-08-01 19:33:58.172000000,Waiter-000003
2022,Signal food complete,2024-08-06 01:49:16.140000000,Cook-000003
2022,Bring food,2024-08-06 01:57:16.233000000,Cook helper-000002
2022,serve customer,2024-08-06 01:59:28.021000000,Waiter-000002
2023,Take order,2024-08-01 19:45:00.000000000,Waiter-000002
2023,Review order,2024-08-01 19:47:49.402000000,Waiter-000004
2023,Prepare starter,2024-08-01 19:56:29.890000000,Cook helper-000002
2023,prepare drinks,2024-08-01 19:56:34.890000000,Barman-000003
2023,Bring drinks,2024-08-01 20:01:20.715000000,Barman-000001
2023,Review drinks,2024-08-01 20:05:15.466000000,Waiter-000004
2023,Signal food complete,2024-08-06 19:19:36.166000000,Cook-000003
2023,Bring food,2024-08-06 19:25:30.260000000,Cook helper-000001
2023,Deliver to customer,2024-08-06 19:40:56.610000000,Waiter-000004
2024,Take order,2024-08-01 20:00:00.000000000,Waiter-000002
2024,Review order,2024-08-01 20:02:40.806000000,Waiter-000005
2024,prepare drinks,2024-08-01 20:02:46.417000000,Barman-000002
2024,Bring drinks,2024-08-01 20:14:03.765000000,Barman-000003
2024,Review drinks,2024-08-01 20:26:48.812000000,Waiter-000001
2024,prepare drinks,2024-08-01 20:27:41.162000000,Barman-000001
2024,Bring drinks,2024-08-01 20:29:39.582000000,Barman-000002
2024,Review drinks,2024-08-01 20:30:50.243000000,Waiter-000005
2024,prepare drinks,2024-08-01 20:31:13.642000000,Barman-000003
2024,Bring drinks,2024-08-01 20:32:46.613000000,Barman-000002
2024,Review drinks,2024-08-01 20:38:36.689000000,Waiter-000001
2024,prepare drinks,2024-08-01 20:39:42.491000000,Barman-000001
2024,Bring drinks,2024-08-01 20:43:33.910000000,Barman-000002
2024,Review drinks,2024-08-01 20:50:09.258000000,Waiter-000001
2024,prepare drinks,2024-08-01 20:50:56.553000000,Barman-000002
2024,Bring drinks,2024-08-01 20:51:28.267000000,Barman-000002
2024,Review drinks,2024-08-01 20:53:18.511000000,Waiter-000003
2024,Review drinks_1,2024-08-01 20:53:20.289631543,Waiter-000003
2024,Review drinks_2,2024-08-01 20:53:21.208377038,Waiter-000003
2024,prepare drinks,2024-08-01 20:54:50.220000000,Barman-000003
2024,Bring drinks,2024-08-01 21:03:54.942000000,Barman-000001
2024,Review drinks,2024-08-01 21:23:05.486000000,Waiter-000001
2024,prepare drinks,2024-08-01 21:25:10.831000000,Barman-000002
2024,Bring drinks,2024-08-01 21:27:03.451000000,Barman-000002
2024,Review drinks,2024-08-01 21:36:49.820000000,Waiter-000003
2024,Prepare main course,2024-08-06 18:57:14.872000000,Cook-000002
2024,Signal food complete,2024-08-09 21:04:22.086000000,Cook-000003
2024,Bring food,2024-08-09 21:11:32.038000000,Cook helper-000003
2024,Deliver to customer,2024-08-09 21:13:12.247000000,Waiter-000001
2025,Take order,2024-08-01 20:15:00.000000000,Waiter-000003
2025,Review order,2024-08-01 20:18:55.486000000,Waiter-000005
2025,prepare drinks,2024-08-01 20:19:02.212000000,Barman-000001
2025,Bring drinks,2024-08-01 20:20:05.061000000,Barman-000002
2025,Review drinks,2024-08-01 20:20:58.438000000,Waiter-000004
2025,Prepare main course,2024-08-06 19:25:32.260000000,Cook-000003
2025,Signal food complete,2024-08-09 21:14:21.403000000,Cook-000001
2025,Bring food,2024-08-09 22:22:54.345000000,Cook helper-000003
2025,Deliver to customer,2024-08-09 22:29:23.679000000,Waiter-000004
2026,Take order,2024-08-01 20:30:00.000000000,Waiter-000003
2026,Review order,2024-08-01 20:31:43.086000000,Waiter-000002
2026,Review order_1,2024-08-01 20:31:43.093114718,Waiter-000002
2026,Review order_2,2024-08-01 20:31:45.062414965,Waiter-000002
2026,prepare drinks,2024-08-01 20:32:25.945000000,Barman-000001
2026,Bring drinks,2024-08-01 20:32:52.179000000,Barman-000003
2026,Review drinks,2024-08-01 20:43:44.359000000,Waiter-000005
2026,prepare drinks,2024-08-01 20:45:53.448000000,Barman-000001
2026,Nring drinks,2024-08-01 20:51:15.150000000,Barman-000001
2026,Review drinks,2024-08-01 21:03:54.942000000,Waiter-000001
2026,Prepare main course,2024-08-06 19:33:49.457000000,Cook-000003
2026,Signal food complete,2024-08-09 21:16:41.826000000,Cook-000002
2026,Bring food,2024-08-09 21:57:28.049000000,Cook helper-000002
2026,Deliver to customer.:20240809,2024-08-09 22:00:41.803000000,Waiter-000002
2027,Take order,2024-08-01 20:45:00.000000000,Waiter-000002
2027,Review order,2024-08-01 20:46:48.667000000,Waiter-000004
2027,prepare drinks,2024-08-01 20:47:23.227000000,Barman-000003
2027,Bring drinks,2024-08-01 20:54:32.105000000,Barman-000002
2027,Review drinks,2024-08-01 20:55:06.041000000,Waiter-000005
2027,prepare drinks,2024-08-01 21:00:17.017000000,Barman-000002
2027,Bring drinks,2024-08-01 21:03:10.711000000,Barman-000003
2027,Review drinks,2024-08-01 21:07:20.714000000,Waiter-000003
2027,Prepare main course,2024-08-06 19:55:10.067000000,Cook-000003
2027,Signal food complete,2024-08-09 22:00:52.760000000,Cook-000003
2027,Bring food,2024-08-09 22:34:40.680000000,Cook helper-000002
2027,Deliver to customer,2024-08-09 22:36:47.156000000,Waiter-000002
2028,Take order:18tbQTk_Waiter-000002,2024-08-01 21:00:00.000000000,Waiter-000002
2028,Review order,2024-08-01 21:00:18.240000000,Waiter-000004
2028,Drink handling,2024-08-01 21:02:13.386000000,Barman-000002
2028,Drink handling,2024-08-01 21:04:00.096000000,Barman-000002
2028,Review drinks,2024-08-01 21:19:25.350000000,Waiter-000002
2028,prepare drinks,2024-08-01 21:19:39.113000000,Barman-000003
2028,carry drinks,2024-08-01 21:26:05.949000000,Barman-000001
2028,Drink handling,2024-08-01 21:27:59.561000000,Waiter-000002
2028,Prepare main course,2024-08-06 20:04:06.632000000,Cook-000002
2028,Signal food complete,2024-08-09 22:35:15.934000000,Cook-000002
2028,Bring food,2024-08-09 23:01:01.091000000,Cook helper-000002
2028,Deliver to customer,2024-08-09 23:07:13.511000000,Waiter-000004
2029,Take order,2024-08-01 21:15:00.000000000,Waiter-000005
2029,Review order,2024-08-01 21:24:27.387000000,Waiter-000003
2029,Prepare starter,2024-08-01 21:27:02.990000000,Cook helper-000002
2029,prepare drinks,2024-08-01 21:27:07.990000000,Barman-000003
2029,Bring drinks,2024-08-01 21:33:32.246000000,Barman-000003
2029,Review drinks,2024-08-01 21:40:43.519000000,Waiter-000002
2029,Prepare main course,2024-08-06 20:55:50.492000000,Cook-000002
2029,Signal food complete,2024-08-09 22:41:53.799000000,Cook-000001
2029,Bring food,2024-08-09 22:49:35.635000000,Cook helper-000003
2029,Deliver to customer,2024-08-09 22:53:27.868000000,Waiter-000002
203,Take order,2024-05-14 20:45:00.000000000,Waiter-000004
203,Review order,2024-05-14 20:45:50.078000000,Waiter-000002
203,Prepare starter,2024-05-14 20:45:57.293000000,Cook helper-000001
203,prepare drinks,2024-05-14 20:46:02.293000000,Barman-000001
203,Bring drinks,2024-05-14 20:52:47.251000000,Barman-000003
203,Review drinks,2024-05-14 20:55:36.456000000,Waiter-000003
203,prepaer drinks,2024-05-14 20:56:15.570000000,Barman-000001
203,Bring drinks,2024-05-14 20:59:40.297000000,Barman-000002
203,Review drinks,2024-05-14 21:01:05.959000000,Waiter-000003
203,Prepare main course:78Cfuod.20240514,2024-05-14 21:01:05.959000000,Cook-000003
203,Signal food complete,2024-05-14 21:01:05.959000000,Cook-000002
203,Bring food>acnm_Cook helper-000002,2024-05-15 18:34:06.485000000,Cook helper-000002
203,Deliver to customer,2024-05-15 18:37:01.561000000,Waiter-000005
2030,Take order,2024-08-01 21:30:00.000000000,Waiter-000004
2030,Review order,2024-08-01 21:30:54.251000000,Waiter-000005
2030,prepare drinks,2024-08-01 21:31:12.237000000,Barman-000001
2030,deliver drinks,2024-08-01 21:50:03.279000000,Barman-000002
2030,Review drinks--20240801,2024-08-01 21:54:43.121000000,Waiter-000001
2030,Prepare main course,2024-08-06 21:09:46.029000000,Cook-000003
2030,Signal food complete,2024-08-09 23:01:01.091000000,Cook-000002
2030,carry food,2024-08-09 23:41:43.284000000,Cook helper-000002
2030,serve customer,2024-08-09 23:42:59.980000000,Waiter-000001
2031,Take order,2024-08-01 21:45:00.000000000,Waiter-000004
2031,Review order,2024-08-01 21:50:16.107000000,Waiter-000005
2031,prepare drinks,2024-08-01 21:50:56.552000000,Barman-000003
2031,Bring drinks,2024-08-01 22:00:17.007000000,Barman-000001
2031,Review drinks,2024-08-01 22:01:51.251000000,Waiter-000004
2031,Prepare main course,2024-08-06 21:19:56.834000000,Cook-000003
2031,Signal food complete,2024-08-09 23:25:18.034000000,Cook-000001
2031,Bring food,2024-08-09 23:41:21.301000000,Cook helper-000003
2031,Deliver to customer,2024-08-09 23:45:11.998000000,Waiter-000004
2032,Take order,2024-08-01 22:00:00.000000000,Waiter-000003
2032,Review order,2024-08-01 22:00:20.645000000,Waiter-000002
2032,Prepare starter,2024-08-01 22:01:10.280000000,Cook helper-000001
2032,prepare drinks,2024-08-01 22:01:15.280000000,Barman-000002
2032,Bring drinks,2024-08-01 22:01:34.317000000,Barman-000003
2032,Review drinks,2024-08-01 22:02:16.273000000,Waiter-000005
2032,Signal food complete,2024-08-06 21:39:06.623000000,Cook-000001
2032,Bring food,2024-08-06 22:50:44.011000000,Cook helper-000001
2032,Deliver to customer,2024-08-06 22:55:27.533000000,Waiter-000001
2033,Take order,2024-08-01 22:15:00.000000000,Waiter-000001
2033,Review order,2024-08-01 22:20:49.496000000,Waiter-000003
2033,Prepare starter,2024-08-01 22:20:55.379000000,Cook helper-000002
2033,prepare drinks,2024-08-01 22:21:00.379000000,Barman-000002
2033,Bring drinks,2024-08-01 22:21:22.163000000,Barman-000001
2033,Review drinks,2024-08-01 22:24:39.926000000,Waiter-000002
2033,Prepare main course,2024-08-06 22:06:01.921000000,Cook-000002
2033,Signal food complete,2024-08-09 23:41:21.301000000,Cook-000001
2033,Bring food,2024-08-10 00:02:18.060000000,Cook helper-000002
2033,Deliver to customer,2024-08-10 00:09:32.425000000,Waiter-000003
2034,Take order,2024-08-01 22:30:00.000000000,Waiter-000005
2034,Review order,2024-08-01 22:31:21.835000000,Waiter-000001
2034,Prepare starter,2024-08-01 22:32:06.279000000,Cook helper-000001
2034,prepare drinks,2024-08-01 22:32:11.279000000,Barman-000003
2034,Bring drinks,2024-08-01 22:51:31.457000000,Barman-000002
2034,Review drinks,2024-08-01 22:53:06.177000000,Waiter-000001
2034,prepare drinks,2024-08-01 22:54:00.912000000,Barman-000003
2034,Bring drinks,2024-08-01 23:02:07.908000000,Barman-000002
2034,Review drinks,2024-08-01 23:02:48.859000000,Waiter-000001
2034,Signal food complete,2024-08-06 22:14:17.445000000,Cook-000002
2034,Bring food,2024-08-06 22:38:20.412000000,Cook helper-000003
2034,Deliver to customer,2024-08-06 22:39:36.404000000,Waiter-000005
2035,Take order,2024-08-01 22:45:00.000000000,Waiter-000003
2035,Review order,2024-08-01 22:45:47.091000000,Waiter-000005
2035,Prepare starter,2024-08-01 22:46:39.122000000,Cook helper-000003
2035,prepare drinks,2024-08-01 22:46:44.122000000,Barman-000002
2035,Bring drinks,2024-08-01 22:50:26.550000000,Barman-000001
2035,Review drinks,2024-08-01 22:58:17.232000000,Waiter-000003
2035,Prepare main course,2024-08-06 22:38:22.412000000,Cook-000002
2035,Signal food complete,2024-08-10 00:02:18.060000000,Cook-000001
2035,Bring food,2024-08-10 00:12:22.822000000,Cook helper-000003
2035,Deliver to customer,2024-08-10 00:20:29.210000000,Waiter-000002
2036,Take order,2024-08-01 23:00:00.000000000,Waiter-000005
2036,check order,2024-08-01 23:00:01.192000000,Waiter-000002
2036,Prepare starter,2024-08-01 23:03:53.924000000,Cook helper-000002
2036,prepare driNks,2024-08-01 23:03:58.924000000,Barman-000001
2036,carry drinks,2024-08-01 23:06:54.663000000,Barman-000003
2036,Review drinks,2024-08-01 23:13:40.725000000,Waiter-000005
2036,Prepare main course,2024-08-06 22:51:36.719000000,Cook-000001
2036,Signl food complete,2024-08-09 23:58:25.496000000,Cook-000003
2036,Bring food,2024-08-10 01:18:20.018000000,Cook helper-000003
2036,bring to customer,2024-08-10 01:18:20.018000000,Waiter-000001
2037,Take order,2024-08-01 23:15:00.000000000,Waiter-000004
2037,Take order_1,2024-08-01 23:15:01.151441243,Waiter-000004
2037,Take order_2,2024-08-01 23:15:02.889125615,Waiter-000004
2037,Review order,2024-08-01 23:15:09.435000000,Waiter-000003
2037,Prepare starter,2024-08-01 23:15:54.536000000,Cook helper-000002
2037,prepare drinks,2024-08-01 23:15:59.536000000,Barman-000002
2037,Bring drinks,2024-08-01 23:19:55.066000000,Barman-000001
2037,Review drinks,2024-08-01 23:22:56.315000000,Waiter-000001
2037,prepare drinks,2024-08-01 23:25:29.413000000,Barman-000003
2037,Bring drinks,2024-08-01 23:26:03.130000000,Barman-000002
2037,Review drinks,2024-08-01 23:27:55.805000000,Waiter-000003
2037,Prepare main course,2024-08-06 22:55:07.973000000,Cook-000001
2037,Signal food complete,2024-08-10 00:27:13.164000000,Cook-000002
2037,Bring food,2024-08-10 00:34:04.719000000,Cook helper-000001
2037,Deliver to customer,2024-08-10 00:42:12.534000000,Waiter-000004
2038,Take orer,2024-08-01 23:30:00.000000000,Waiter-000005
2038,Review order,2024-08-01 23:30:18.307000000,Waiter-000002
2038,prepare drinks,2024-08-01 23:31:31.956000000,Barman-000001
2038,Bring drinks,2024-08-01 23:35:30.665000000,Barman-000003
2038,Review drinks,2024-08-01 23:44:17.891000000,Waiter-000001
2038,prepare drinks,2024-08-01 23:44:36.772000000,Barman-000002
2038,Bring drinks,2024-08-01 23:46:16.955000000,Barman-000003
2038,Review drinks,2024-08-01 23:49:27.212000000,Waiter-000005
2038,prepare drinks,2024-08-01 23:51:10.393000000,Barman-000001
2038,Birng drinks,2024-08-01 23:52:30.610000000,Barman-000003
2038,Review drinks,2024-08-01 23:54:46.148000000,Waiter-000002
2038,prepare drinks,2024-08-01 23:54:59.743000000,Barman-000001
2038,Bring drinks,2024-08-02 00:04:38.375000000,Barman-000001
2038,Review drinks,2024-08-02 00:24:24.692000000,Waiter-000002
2038,Prepare main course,2024-08-06 23:01:19.359000000,Cook-000002
2038,Signal food complete,2024-08-10 00:36:03.629000000,Cook-000001
2038,Bring food,2024-08-10 00:41:39.957000000,Cook helper-000002
2038,Deliver to customer,2024-08-10 00:50:35.503000000,Waiter-000005
2039,Take order,2024-08-01 23:45:00.000000000,Waiter-000003
2039,Review order,2024-08-01 23:45:56.835000000,Waiter-000004
2039,Prepare starter,2024-08-01 23:46:09.816000000,Cook helper-000002
2039,prepare drinks,2024-08-01 23:46:14.816000000,Barman-000001
2039,Bring drinks,2024-08-01 23:46:21.846000000,Barman-000002
2039,Review drinks,2024-08-02 00:05:16.241000000,Waiter-000004
2039,Prepare main course,2024-08-06 23:10:07.271000000,Cook-000001
2039,Signal food complete,2024-08-10 00:34:04.719000000,Cook-000002
2039,Bring food,2024-08-10 01:31:38.466000000,Cook helper-000002
2039,Deliver to customer,2024-08-10 01:36:21.829000000,Waiter-000005
204,Take order,2024-05-14 21:00:00.000000000,Waiter-000004
204,Review order,2024-05-14 21:00:40.558000000,Waiter-000002
204,prepare drinks,2024-05-14 21:01:38.696000000,Barman-000003
204,Bring drinks,2024-05-14 21:05:36.716000000,Barman-000001
204,Review drinks,2024-05-14 21:08:20.215000000,Waiter-000001
204,Prepare main course,2024-05-14 22:57:55.245000000,Cook-000003
204,Signal food complete,2024-05-15 18:34:06.485000000,Cook-000002
204,Bring food,2024-05-15 19:08:05.502000000,Cook helper-000002
204,Deliver to customer,2024-05-15 19:10:09.871000000,Waiter-000005
2040,Take order,2024-08-02 00:00:00.000000000,Waiter-000001
2040,Review order,2024-08-02 00:01:53.127000000,Waiter-000003
2040,prepare drinks,2024-08-02 00:02:21.573000000,Barman-000003
2040,Bring drinks,2024-08-02 00:07:38.929000000,Barman-000002
2040,Review drinks,2024-08-02 00:08:24.859000000,Waiter-000005
2040,prepare drinks,2024-08-02 00:11:03.785000000,Barman-000003
2040,Bring drinks,2024-08-02 00:12:53.663000000,Barman-000002
2040,Review drinks,2024-08-02 00:14:06.679000000,Waiter-000002
2040,prepare drinks,2024-08-02 00:15:13.332000000,Barman-000003
2040,Bring drinks,2024-08-02 00:16:21.059000000,Barman-000002
2040,Review drinks,2024-08-02 00:19:22.606000000,Waiter-000005
2040,prepare drinks,2024-08-02 00:20:11.412000000,Barman-000002
2040,Bring drinks,2024-08-02 00:25:01.631000000,Barman-000001
2040,Review drinks,2024-08-02 00:41:27.806000000,Waiter-000005
2040,Prepare main course,2024-08-06 23:11:27.213000000,Cook-000001
2040,Signal food complete,2024-08-10 00:48:43.272000000,Cook-000001
2040,Bring food,2024-08-10 01:12:57.020000000,Cook helper-000002
2040,Deliver to customer,2024-08-10 01:20:54.153000000,Waiter-000004
2041,Take worder,2024-08-02 00:15:00.000000000,Waiter-000001
2041,Review order,2024-08-02 00:17:53.961000000,Waiter-000004
2041,Prepare starter,2024-08-02 00:18:38.490000000,Cook helper-000003
2041,prepare drinks,2024-08-02 00:18:43.490000000,Barman-000003
2041,Bring drinks,2024-08-02 00:20:13.651000000,Barman-000003
2041,Review drinks,2024-08-02 00:26:49.766000000,Waiter-000001
2041,prepare drinks,2024-08-02 00:27:20.696000000,Barman-000002
2041,Bring drinks,2024-08-02 00:39:49.808000000,Barman-000002
2041,Review drinks,2024-08-02 00:49:22.083000000,Waiter-000002
2041,prepare drinks,2024-08-02 00:51:08.608000000,Barman-000002
2041,Bring drinks,2024-08-02 00:52:00.043000000,Barman-000001
2041,Review drinks,2024-08-02 00:52:58.767000000,Waiter-000001
2041,Prepare main course,2024-08-06 23:22:56.606000000,Cook-000001
2041,Signalo food complete,2024-08-06 23:22:56.606000000,Cook-000003
2041,Bring food,2024-08-06 23:22:56.606000000,Cook helper-000001
2041,Deliver to customer,2024-08-10 01:23:22.519000000,Waiter-000005
2042,Take order,2024-08-02 00:30:00.000000000,Waiter-000003
2042,Review order,2024-08-02 00:32:45.036000000,Waiter-000004
2042,prepare drinks,2024-08-02 00:33:57.600000000,Barman-000003
2042,Bring drinks,2024-08-02 00:38:39.098000000,Barman-000003
2042,Review drinks,2024-08-02 00:41:48.960000000,Waiter-000002
2042,Prepare main course,2024-08-06 23:42:02.494000000,Cook-000003
2042,Signal food complete,2024-08-10 01:30:18.352000000,Cook-000001
2042,Bring food,2024-08-12 18:10:48.356000000,Cook helper-000003
2042,Deliver to customer,2024-08-12 18:17:09.085000000,Waiter-000004
2043,Take order,2024-08-02 00:45:00.000000000,Waiter-000003
2043,Review order,2024-08-02 00:45:03.775000000,Waiter-000004
2043,prepare drinks,2024-08-02 00:45:26.830000000,Barman-000001
2043,Bring drinks,2024-08-02 00:47:08.179000000,Barman-000003
2043,Review drinks,2024-08-02 00:47:12.753000000,Waiter-000005
2043,prepare drinks,2024-08-02 00:47:19.371000000,Barman-000001
2043,Bring drinks,2024-08-02 00:49:31.024000000,Barman-000003
2043,Review drinks,2024-08-02 00:55:16.980000000,Waiter-000003
2043,Prepare main course,2024-08-07 00:39:58.461000000,Cook-000003
2043,Signal food complete,2024-08-12 18:28:26.337000000,Cook-000002
2043,Bring food,2024-08-12 18:46:42.549000000,Cook helper-000001
2043,Deliver to customer,2024-08-12 18:48:59.023000000,Waiter-000004
2044,Take order,2024-08-02 01:00:00.000000000,Waiter-000004
2044,Review order,2024-08-02 01:00:09.808000000,Waiter-000005
2044,prepare drinks,2024-08-02 01:00:18.942000000,Barman-000002
2044,Bring drinks,2024-08-02 01:02:45.833000000,Barman-000001
2044,Review drinks,2024-08-02 01:11:37.891000000,Waiter-000001
2044,Prepare main course,2024-08-07 00:54:26.457000000,Cook-000002
2044,Signal food complete,2024-08-12 18:11:17.231000000,Cook-000003
2044,Bring food,2024-08-12 18:26:08.410000000,Cook helper-000002
2044,Deliver to customer,2024-08-12 18:30:22.853000000,Waiter-000001
2045,Take order,2024-08-02 01:15:00.000000000,Waiter-000003
2045,Review order,2024-08-02 01:18:03.581000000,Waiter-000004
2045,Prepare starter,2024-08-02 01:18:23.824000000,Cook helper-000003
2045,prepare drinks,2024-08-02 01:18:28.824000000,Barman-000003
2045,Bring drinks,2024-08-02 01:30:29.544000000,Barman-000002
2045,Review drinks,2024-08-02 01:32:59.659000000,Waiter-000003
2045,prepare drinks,2024-08-02 01:33:41.088000000,Barman-000003
2045,Bring drinks,2024-08-02 01:40:40.050000000,Barman-000001
2045,Review drinks,2024-08-02 01:43:08.867000000,Waiter-000003
2045,prepare drinks,2024-08-02 01:43:46.047000000,Barman-000003
2045,Bring drinks,2024-08-02 01:51:02.469000000,Barman-000001
2045,Review drinks,2024-08-02 01:53:58.234000000,Waiter-000002
2045,Signal food complete,2024-08-07 01:04:44.077000000,Cook-000003
2045,Bring food,2024-08-07 01:40:44.891000000,Cook helper-000002
2045,Deliver to customer,2024-08-07 01:49:16.697000000,Waiter-000003
2046,Take order,2024-08-02 01:30:00.000000000,Waiter-000002
2046,Review order,2024-08-02 01:31:09.927000000,Waiter-000001
2046,Prepare starter,2024-08-02 01:31:32.279000000,Cook helper-000001
2046,prepare drinks,2024-08-02 01:31:37.279000000,Barman-000001
2046,carry drinks,2024-08-02 01:34:12.748000000,Barman-000002
2046,Drink handling,2024-08-02 01:35:24.787000000,Waiter-000005
2046,Drink handling,2024-08-02 01:36:11.460000000,Barman-000001
2046,Drink handling,2024-08-02 01:38:11.184000000,Barman-000002
2046,Review drinks,2024-08-02 01:41:25.784000000,Waiter-000001
2046,Prepare main course,2024-08-07 01:40:46.891000000,Cook-000003
2046,Signal food complete,2024-08-12 18:46:42.549000000,Cook-000002
2046,Bring food:KrLl.20240812,2024-08-12 19:28:38.755000000,Cook helper-000003
2046,Deliver to customer,2024-08-12 19:34:42.185000000,Waiter-000002
2047,Take order,2024-08-02 01:45:00.000000000,Waiter-000005
2047,Review order,2024-08-02 01:45:00.000000000,Waiter-000004
2047,prepare drinks,2024-08-02 01:45:00.000000000,Barman-000002
2047,Bring drinks,2024-08-02 01:45:00.000000000,Barman-000003
2047,Review drinks,2024-08-02 01:59:18.950000000,Waiter-000003
2047,prepare drinks,2024-08-02 01:59:55.842000000,Barman-000002
2047,Bring drinks,2024-08-02 18:10:36.695000000,Barman-000001
2047,Review drinks,2024-08-02 18:11:46.472000000,Waiter-000002
2047,Prepare main course,2024-08-07 18:19:39.823000000,Cook-000002
2047,Signal food complete,2024-08-12 19:24:29.061000000,Cook-000001
2047,Bring food,2024-08-12 20:20:22.426000000,Cook helper-000003
2047,Deliver to customer,2024-08-12 20:21:01.485000000,Waiter-000001
2048,Take order,2024-08-02 18:00:00.000000000,Waiter-000001
2048,Review order,2024-08-02 18:01:08.052000000,Waiter-000005
2048,prepare drinks,2024-08-02 18:03:16.836000000,Barman-000001
2048,Bring drinks,2024-08-02 18:04:54.800000000,Barman-000003
2048,Review drinks,2024-08-02 18:06:03.520000000,Waiter-000004
2048,Prepare main course,2024-08-07 18:30:16.295000000,Cook-000001
2048,Signal food complete,2024-08-12 19:52:37.423000000,Cook-000002
2048,Bring food,2024-08-12 21:00:03.926000000,Cook helper-000002
2048,Deliver to customer,2024-08-12 21:00:42.544000000,Waiter-000001
2049,Take order,2024-08-02 18:15:00.000000000,Waiter-000003
2049,Review order,2024-08-02 18:15:13.951000000,Waiter-000001
2049,prepare drinks,2024-08-02 18:15:23.938000000,Barman-000003
2049,Bring drinks,2024-08-02 18:21:29.270000000,Barman-000002
2049,Review drinks,2024-08-02 18:24:14.186000000,Waiter-000004
2049,prepare drinks,2024-08-02 18:26:13.019000000,Barman-000001
2049,Bring drinks,2024-08-02 18:31:35.168000000,Barman-000003
2049,Review drinks,2024-08-02 18:36:48.820000000,Waiter-000005
2049,Prepare main course,2024-08-07 18:33:18.952000000,Cook-000002
2049,Signal food complete,2024-08-12 21:00:03.926000000,Cook-000002
2049,Bring food,2024-08-12 21:02:00.676000000,Cook helper-000001
2049,Deliver to customer,2024-08-12 21:04:59.384000000,Waiter-000005
205,Take order,2024-05-14 21:15:00.000000000,Waiter-000004
205,Review order,2024-05-14 21:17:11.468000000,Waiter-000002
205,Prepare starter,2024-05-14 21:18:52.857000000,Cook helper-000003
205,prepare drinks,2024-05-14 21:18:57.857000000,Barman-000002
205,Bring drinks,2024-05-14 21:24:20.359000000,Barman-000003
205,Review drinks,2024-05-14 21:25:36.998000000,Waiter-000003
205,prepare drinks,2024-05-14 21:31:17.891000000,Barman-000001
205,Bring drinks,2024-05-14 21:32:03.415000000,Barman-000002
205,Review drinks,2024-05-14 21:35:03.471000000,Waiter-000004
205,prepare drinks,2024-05-14 21:35:52.611000000,Barman-000003
205,Bring drinks,2024-05-14 21:37:00.821000000,Barman-000001
205,Review drinks,2024-05-14 21:41:27.851000000,Waiter-000003
205,prepare drinks,2024-05-14 21:43:10.578000000,Barman-000002
205,Bring drinks,2024-05-14 21:51:23.404000000,Barman-000001
205,Review drinks,2024-05-14 22:00:20.923000000,Waiter-000002
205,Bring drinks,2024-05-14 22:00:28.323000000,Barman-000001
205,prepare drinks,2024-05-14 22:00:33.220000000,Barman-000001
205,Review drinks,2024-05-14 22:02:19.787000000,Waiter-000001
205,Prepare main course,2024-05-14 23:33:12.603000000,Cook-000003
205,Signal food complete,2024-05-15 18:51:40.789000000,Cook-000003
205,Bring food,2024-05-15 19:58:58.454000000,Cook helper-000003
205,Deliver to customer,2024-05-15 20:06:02.767000000,Waiter-000002
2050,Take order,2024-08-02 18:30:00.000000000,Waiter-000002
2050,Review order,2024-08-02 18:31:17.873000000,Waiter-000001
2050,prepare drinks,2024-08-02 18:32:32.428000000,Barman-000002
2050,Bring drinks,2024-08-02 18:42:54.886000000,Barman-000001
