Case,Activity,Timestamp,Resource
2257,Perform checks,2024-02-07 05:27:34.829000000,Clerk-000001
2257,Make decision,2024-02-07 05:37:37.846000000,Manager-000005
2257,notify reject,2024-02-07 05:41:33.316000000,Manager-000003
2257,review request received,2024-02-07 05:49:48.935000000,
2257,Check for completeness,2024-02-07 05:49:58.935000000,Clerk-000003
2257,Perform checks,2024-02-07 06:01:00.829000000,Clerk-000005
2257,Make decision,2024-02-07 06:04:27.902000000,Manager-000001
2257,Notify accept,2024-02-07 06:09:39.253000000,Manager-000002
2257,Deliver card,2024-02-07 06:10:07.575000000,Manager-000004
2258,Check for completeness,2024-02-07 04:36:33.905000000,Clerk-000006
2258,Request info,2024-02-07 04:40:26.143000000,Manager-000006
2258,info received,2024-02-07 05:10:51.164000000,
2258,Check for completeness,2024-02-07 05:11:01.164000000,Clerk-000005
2258,Perform checks,2024-02-07 05:11:02.970000000,Clerk-000006
2258,Make decision,2024-02-07 05:22:58.354000000,Manager-000003
2258,notify reject,2024-02-07 05:33:08.159000000,Manager-000001
2258,time out,2024-02-07 05:34:50.862000000,
2259,Check for completeness,2024-02-07 04:59:59.025000000,Clerk-000001
2259,Perform checks,2024-02-07 05:03:12.133000000,Clerk-000004
2259,Make decision,2024-02-07 05:23:26.550000000,Manager-000002
2259,Notify accept,2024-02-07 05:36:04.998000000,Manager-000004
2259,Deliver card,2024-02-07 05:37:20.084000000,Manager-000006
226,Check for completeness,2023-10-11 12:06:39.521000000,Clerk-000004
226,Request info,2023-10-11 12:10:39.332000000,Manager-000004
226,info received,2023-10-11 12:12:36.569000000,
226,Check for completeness,2023-10-11 12:12:46.569000000,Clerk-000006
226,Perform checks,2023-10-11 12:25:35.230000000,Clerk-000001
226,Make decision,2023-10-11 12:27:43.478000000,Manager-000002
226,notify reject,2023-10-11 12:32:57.360000000,Manager-000001
226,review request received,2023-10-11 12:36:42.083000000,
226,Check for completeness,2023-10-11 12:36:52.083000000,Clerk-000002
226,Request info,2023-10-11 12:39:59.137000000,Manager-000003
226,info received,2023-10-11 13:11:16.953000000,
226,Check for completeness,2023-10-11 13:11:26.953000000,Clerk-000003
226,Perform checks,2023-10-11 13:16:31.254000000,Clerk-000004
226,Make decision,2023-10-11 13:19:14.831000000,Manager-000006
226,Notify accept,2023-10-11 13:39:48.333000000,Manager-000002
226,Deliver card,2023-10-11 13:44:41.823000000,Manager-000003
2260,Check for completeness,2024-02-07 07:56:19.584000000,Clerk-000006
2260,Perform checks,2024-02-07 08:02:59.391000000,Clerk-000004
2260,Make decision,2024-02-07 08:07:42.436000000,Manager-000006
2260,Notify accept,2024-02-07 08:11:16.329000000,Manager-000005
2260,Deliver card,2024-02-07 08:41:51.765000000,Manager-000003
2261,Check for completeness,2024-02-07 09:11:08.622000000,Clerk-000002
2261,Perform checks,2024-02-07 09:11:08.622000000,Clerk-000001
2261,Make decision,2024-02-07 09:11:08.622000000,Manager-000001
2261,notify reject,2024-02-07 09:53:25.847000000,Manager-000002
2261,review request received,2024-02-07 10:01:19.649000000,
2261,Check for completeness,2024-02-07 10:01:29.649000000,Clerk-000005
2261,Perform checks,2024-02-07 10:09:08.614000000,Clerk-000004
2261,Make decision,2024-02-07 10:28:47.688000000,Manager-000003
2261,notify reject,2024-02-07 10:32:26.365000000,Manager-000001
2261,time out,2024-02-07 10:44:05.901000000,
2262,Check for completeness,2024-02-07 09:59:56.326000000,Clerk-000003
2262,Perform checks,2024-02-07 10:02:47.649000000,Clerk-000006
2262,Make decision,2024-02-07 10:17:14.732000000,Manager-000004
2262,Notify accept,2024-02-07 10:18:24.178000000,Manager-000006
2262,Deliver card,2024-02-07 10:20:32.078000000,Manager-000005
2263,Check forcompleteness,2024-02-07 10:33:11.891000000,Clerk-000002
2263,request details,2024-02-07 11:00:53.839000000,Manager-000004
2263,info received-.20240207,2024-02-07 11:21:29.065000000,
2263,Check for completeness,2024-02-07 11:21:39.065000000,Clerk-000006
2263,Perform checks,2024-02-07 11:25:28.029000000,Clerk-000004
2263,Make decision,2024-02-07 11:31:38.023000000,Manager-000001
2263,notify reject,2024-02-07 11:33:20.893000000,Manager-000002
2263,process timed out,2024-02-07 11:40:36.724000000,
2264,Check for completeness,2024-02-07 10:49:54.497000000,Clerk-000001
2264,Request info,2024-02-07 10:56:26.271000000,Manager-000002
2264,info received,2024-02-07 11:09:41.809000000,
2264,Check for completeness,2024-02-07 11:09:51.809000000,Clerk-000003
2264,Perform checks,2024-02-07 11:14:31.559000000,Clerk-000005
2264,Make decision,2024-02-07 11:15:14.541000000,Manager-000006
2264,Notify accept,2024-02-07 11:20:54.518000000,Manager-000005
2264,Deliver card,2024-02-07 11:23:35.996000000,Manager-000003
2265,Check for completeness,2024-02-07 12:07:54.097000000,Clerk-000001
2265,Request info,2024-02-07 12:08:49.205000000,Manager-000006
2265,info received,2024-02-07 12:25:18.723000000,
2265,Check for completeness,2024-02-07 12:25:28.723000000,Clerk-000002
2265,Perform checks,2024-02-07 12:25:56.145000000,Clerk-000003
2265,Make decision,2024-02-07 12:45:38.115000000,Manager-000004
2265,notify reject,2024-02-07 12:46:12.877000000,Manager-000005
2265,review request received,2024-02-07 12:53:23.050000000,
2265,Check for completeness,2024-02-07 12:53:33.050000000,Clerk-000005
2265,Perform checks,2024-02-07 12:57:25.701000000,Clerk-000006
2265,Make decision,2024-02-07 12:58:53.274000000,Manager-000003
2265,Notify accept,2024-02-07 13:02:32.396000000,Manager-000001
2265,Deliver card,2024-02-07 13:11:57.298000000,Manager-000002
2266,Check for completeness,2024-02-07 13:55:41.409000000,Clerk-000004
2266,Perform checks,2024-02-07 14:04:35.118000000,Clerk-000001
2266,Make decision,2024-02-07 14:07:34.217000000,Manager-000006
2266,Notify accept,2024-02-07 14:12:09.652000000,Manager-000004
2266,Deliver card,2024-02-07 14:32:04.681000000,Manager-000003
2267,Check for completeness,2024-02-07 14:18:51.248000000,Clerk-000002
2267,Perform checks,2024-02-07 14:20:15.825000000,Clerk-000003
2267,Make decision,2024-02-07 14:23:51.677000000,Manager-000005
2267,Notify accept,2024-02-07 14:36:27.008000000,Manager-000001
2267,Deliver card,2024-02-07 14:51:10.474000000,Manager-000002
2268,Check for completeness,2024-02-07 16:15:08.933000000,Clerk-000005
2268,Perform checks,2024-02-07 16:27:01.509000000,Clerk-000006
2268,Make decision,2024-02-07 16:30:59.622000000,Manager-000006
2268,notify reject,2024-02-07 16:36:37.296000000,Manager-000004
2268,review request received,2024-02-07 16:36:37.296000000,
2268,Check for completeness,2024-02-07 16:36:37.296000000,Clerk-000001
2268,Request info,2024-02-07 16:58:51.323000000,Manager-000003
2268,info received,2024-02-07 17:03:39.933000000,
2268,Check for completeness,2024-02-07 17:03:49.933000000,Clerk-000005
2268,Request info,2024-02-07 17:10:48.372000000,Manager-000002
2268,info received,2024-02-07 17:38:28.213000000,
2268,Check for completeness,2024-02-07 17:38:38.213000000,Clerk-000006
2268,Perform checks,2024-02-07 17:54:18.580000000,Clerk-000004
2268,Make decision,2024-02-07 17:59:05.133000000,Manager-000004
2268,notify reject,2024-02-07 18:01:03.684000000,Manager-000005
2268,review request received,2024-02-07 18:15:03.835000000,
2268,Check for completeness,2024-02-07 18:15:13.835000000,Clerk-000001
2268,Perform checks,2024-02-07 18:19:43.634000000,Clerk-000002
2268,Make decision,2024-02-07 18:56:45.939000000,Manager-000003
2268,Notify accept,2024-02-07 18:56:50.286000000,Manager-000001
2268,Deliver card,2024-02-07 19:01:03.118000000,Manager-000006
2269,Check for completeness,2024-02-07 16:52:34.021000000,Clerk-000004
2269,Request info,2024-02-07 16:54:20.221000000,Manager-000005
2269,info received,2024-02-07 17:00:36.804000000,
2269,Check for completeness,2024-02-07 17:00:46.804000000,Clerk-000002
2269,Perform checks,2024-02-07 17:03:06.560000000,Clerk-000003
2269,Make decision,2024-02-07 17:04:22.568000000,Manager-000001
2269,notify reject,2024-02-07 17:19:03.490000000,Manager-000006
2269,time out,2024-02-07 17:30:15.894000000,
227,Check for completeness,2023-10-11 13:12:55.476000000,Clerk-000005
227,Perform checks,2023-10-11 13:26:49.374000000,Clerk-000006
227,Make decision,2023-10-11 13:27:48.539000000,Manager-000005
227,Notify accept,2023-10-11 13:36:45.013000000,Manager-000004
227,Deliver card,2023-10-11 13:40:17.881000000,Manager-000001
2270,Verification process,2024-02-07 20:56:13.848000000,Clerk-000003
2270,Verification process,2024-02-07 20:58:31.603000000,Clerk-000005
2270,Make decision,2024-02-07 21:03:15.341000000,Manager-000002
2270,Notify accept,2024-02-07 21:03:15.341000000,Manager-000004
2270,Deliver card,2024-02-07 21:03:15.341000000,Manager-000005
2271,Check for completeness,2024-02-07 21:41:37.879000000,Clerk-000006
2271,Perform checks,2024-02-07 21:54:33.753000000,Clerk-000004
2271,Make decision,2024-02-07 22:01:08.490000000,Manager-000003
2271,notify reject,2024-02-07 22:18:27.722000000,Manager-000001
2271,review request received,2024-02-07 22:27:14.787000000,
2271,Check for completeness,2024-02-07 22:27:24.787000000,Clerk-000002
2271,Request info,2024-02-07 22:30:09.519000000,Manager-000002
2271,info received,2024-02-07 22:37:49.648000000,
2271,Check for completeness,2024-02-07 22:37:59.648000000,Clerk-000003
2271,Request info,2024-02-07 23:02:22.492000000,Manager-000005
2271,info received,2024-02-07 23:15:29.983000000,
2271,Check for completeness,2024-02-07 23:15:39.983000000,Clerk-000001
2271,Perform checks,2024-02-07 23:25:18.298000000,Clerk-000005
2271,Make decision,2024-02-07 23:37:49.301000000,Manager-000004
2271,notify reject,2024-02-07 23:38:47.843000000,Manager-000003
2271,time out,2024-02-08 00:10:03.714000000,
2272,Check for completeness,2024-02-07 22:10:07.165000000,Clerk-000001
2272,Request info,2024-02-07 22:23:38.683000000,Manager-000006
2272,info received,2024-02-07 22:40:50.821000000,
2272,Check for completeness,2024-02-07 22:41:00.821000000,Clerk-000005
2272,Perform checks,2024-02-07 22:46:47.436000000,Clerk-000006
2272,Make decision,2024-02-07 23:01:02.341000000,Manager-000004
2272,notify reject,2024-02-07 23:09:13.043000000,Manager-000003
2272,review request received,2024-02-07 23:14:58.841000000,
2272,Check for completeness,2024-02-07 23:15:08.841000000,Clerk-000004
2272,Perform checks,2024-02-07 23:19:30.755000000,Clerk-000002
2272,Make decision,2024-02-07 23:33:52.354000000,Manager-000001
2272,Notify accept,2024-02-07 23:35:17.488000000,Manager-000002
2272,Deliver card,2024-02-07 23:37:11.764000000,Manager-000006
2273,Check for completeness,2024-02-08 01:38:16.114000000,Clerk-000006
2273,Request info,2024-02-08 01:58:45.556000000,Manager-000001
2273,info received,2024-02-08 02:01:51.186000000,
2273,Check for completeness,2024-02-08 02:02:01.186000000,Clerk-000004
2273,Perform checks,2024-02-08 02:15:16.083000000,Clerk-000005
2273,Make decision,2024-02-08 02:19:58.987000000,Manager-000002
2273,notify reject,2024-02-08 02:40:49.637000000,Manager-000005
2273,time out,2024-02-08 02:47:04.917000000,
2274,Check for completeness,2024-02-08 01:40:40.429000000,Clerk-000003
2274,Request info,2024-02-08 01:44:04.567000000,Manager-000005
2274,info received,2024-02-08 02:06:03.707000000,
2274,Check for completeness,2024-02-08 02:06:13.707000000,Clerk-000001
2274,Request info,2024-02-08 02:23:46.027000000,Manager-000006
2274,info received,2024-02-08 02:33:45.963000000,
2274,Check for completeness,2024-02-08 02:33:55.963000000,Clerk-000006
2274,Request info,2024-02-08 02:37:18.558000000,Manager-000003
2274,info received,2024-02-08 02:49:37.229000000,
2274,Check for completeness,2024-02-08 02:49:47.229000000,Clerk-000004
2274,Perform checks,2024-02-08 02:57:59.103000000,Clerk-000005
2274,Make decision,2024-02-08 02:58:06.828000000,Manager-000006
2274,Notify accept,2024-02-08 03:09:39.847000000,Manager-000004
2274,Deliver card,2024-02-08 03:23:18.030000000,Manager-000003
2275,Check for completeness,2024-02-08 02:14:11.812000000,Clerk-000002
2275,Perform checks,2024-02-08 02:25:56.884000000,Clerk-000003
2275,Make decision,2024-02-08 02:37:02.925000000,Manager-000004
2275,notify reject,2024-02-08 02:38:11.914000000,Manager-000001
2275,time out,2024-02-08 02:38:40.249000000,
2276,Check for completeness,2024-02-08 03:04:15.902000000,Clerk-000001
2276,Perform checks,2024-02-08 03:08:45.874000000,Clerk-000002
2276,Make decision,2024-02-08 03:12:56.800000000,Manager-000001
2276,Notify accept,2024-02-08 03:21:54.840000000,Manager-000005
2276,Deliver card,2024-02-08 03:35:46.103000000,Manager-000001
2277,Check for completeness,2024-02-08 03:10:01.127000000,Clerk-000003
2277,Perform checks,2024-02-08 03:11:57.037000000,Clerk-000006
2277,Make decision,2024-02-08 03:18:45.684000000,Manager-000002
2277,Notify accept,2024-02-08 03:34:45.715000000,Manager-000006
2277,Deliver card,2024-02-08 03:36:10.690000000,Manager-000004
2278,Check for completeness,2024-02-08 04:27:01.366000000,Clerk-000004
2278,Perform checks,2024-02-08 04:35:46.573000000,Clerk-000001
2278,Make decision,2024-02-08 04:44:02.033000000,Manager-000002
2278,notify reject,2024-02-08 04:45:23.450000000,Manager-000006
2278,Case assessment,2024-02-08 05:16:56.895000000,
2278,Check for completeness,2024-02-08 05:17:06.895000000,Clerk-000004
2278,Perform checks,2024-02-08 05:23:17.586000000,Clerk-000001
2278,Case assessment,2024-02-08 05:56:59.250000000,Manager-000006
2278,notify reject,2024-02-08 06:08:32.206000000,Manager-000005
2278,time out,2024-02-08 06:31:36.343000000,
2279,Verification process,2024-02-08 04:35:05.815000000,Clerk-000005
2279,Verification process,2024-02-08 04:43:20.055000000,Clerk-000003
2279,Make decision,2024-02-08 04:45:06.508000000,Manager-000005
2279,notify reject>:20240208,2024-02-08 04:59:09.875000000,Manager-000001
2279,time out,2024-02-08 04:59:09.875000000,
228,Check for completeness,2023-10-11 13:29:37.116000000,Clerk-000001
228,Request info,2023-10-11 14:03:51.763000000,Manager-000005
228,info received,2023-10-11 14:23:31.348000000,
228,Check for completeness,2023-10-11 14:23:41.348000000,Clerk-000002
228,Request info,2023-10-11 14:26:24.275000000,Manager-000006
228,info received,2023-10-11 14:42:21.489000000,
228,Check for completeness,2023-10-11 14:42:31.489000000,Clerk-000005
228,Request info,2023-10-11 14:56:09.183000000,Manager-000002
228,info received,2023-10-11 15:10:50.792000000,
228,Check for completeness,2023-10-11 15:11:00.792000000,Clerk-000004
228,Request info,2023-10-11 16:15:44.913000000,Manager-000004
228,info received,2023-10-11 16:16:32.339000000,
228,Check for completeness,2023-10-11 16:16:42.339000000,Clerk-000001
228,Perform checks,2023-10-11 16:29:59.848000000,Clerk-000002
228,Make decision,2023-10-11 16:35:54.952000000,Manager-000005
228,Notify accept,2023-10-11 16:38:00.811000000,Manager-000002
228,Deliver card,2023-10-11 16:42:11.707000000,Manager-000001
2280,Check for completeness,2024-02-08 04:49:29.170000000,Clerk-000002
2280,Request info,2024-02-08 04:52:55.854000000,Manager-000003
2280,info received,2024-02-08 04:56:39.999000000,
2280,Check for completeness,2024-02-08 04:56:49.999000000,Clerk-000006
2280,Perform checks,2024-02-08 05:21:34.184000000,Clerk-000005
2280,Make decision,2024-02-08 05:43:04.559000000,Manager-000002
2280,notify reject,2024-02-08 05:52:04.104000000,Manager-000003
2280,time out,2024-02-08 06:02:52.739000000,
2281,Check for completeness,2024-02-08 05:36:11.301000000,Clerk-000003
2281,Request info,2024-02-08 05:36:20.935000000,Manager-000004
2281,info received,2024-02-08 06:20:58.378000000,
2281,Check for completeness,2024-02-08 06:21:08.378000000,Clerk-000006
2281,Request info,2024-02-08 06:21:46.235000000,Manager-000003
2281,info received,2024-02-08 06:31:53.608000000,
2281,Check for completeness,2024-02-08 06:32:03.608000000,Clerk-000004
2281,Perform checks,2024-02-08 06:39:12.190000000,Clerk-000006
2281,Make decision,2024-02-08 06:54:54.276000000,Manager-000004
2281,notify reject,2024-02-08 07:01:07.082000000,Manager-000003
2281,review request received,2024-02-08 07:03:01.041000000,
2281,Check for completeness,2024-02-08 07:03:11.041000000,Clerk-000003
2281,Perform checks,2024-02-08 07:06:40.671000000,Clerk-000005
2281,Make decision,2024-02-08 07:12:28.507000000,Manager-000001
2281,Notify accept,2024-02-08 07:17:31.459000000,Manager-000002
2281,Deliver card,2024-02-08 07:36:01.635000000,Manager-000005
2282,confirm completeness,2024-02-08 05:36:32.066000000,Clerk-000002
2282,Perform checks,2024-02-08 05:49:13.261000000,Clerk-000005
2282,reach decision,2024-02-08 06:06:42.950000000,Manager-000002
2282,send acceptance notice,2024-02-08 06:10:15.322000000,Manager-000003
2282,send card,2024-02-08 06:14:51.625000000,Manager-000001
2283,Check for completeness,2024-02-08 05:39:16.005000000,Clerk-000006
2283,Perform checks,2024-02-08 05:45:42.213000000,Clerk-000004
2283,Make decision,2024-02-08 06:19:40.571000000,Manager-000006
2283,Notify accept,2024-02-08 06:30:34.016000000,Manager-000004
2283,Deliver card,2024-02-08 06:34:36.632000000,Manager-000002
2284,Check for completeness,2024-02-08 05:46:53.339000000,Clerk-000003
2284,Perform checks,2024-02-08 05:50:33.416000000,Clerk-000006
2284,Make decision,2024-02-08 05:52:14.090000000,Manager-000005
2284,notify reject,2024-02-08 05:53:13.276000000,Manager-000001
2284,time out,2024-02-08 06:05:11.060000000,
2285,Check for completeness,2024-02-08 06:14:34.786000000,Clerk-000002
2285,Request info,2024-02-08 06:19:47.207000000,Manager-000002
2285,info received,2024-02-08 06:25:25.542000000,
2285,Check for completeness,2024-02-08 06:25:35.542000000,Clerk-000001
2285,Perform checks,2024-02-08 06:37:56.909000000,Clerk-000002
2285,Make decision,2024-02-08 06:39:42.398000000,Manager-000005
2285,notify reject,2024-02-08 06:57:02.287000000,Manager-000006
2285,review request received,2024-02-08 07:20:51.714000000,
2285,Check for completeness,2024-02-08 07:21:01.714000000,Clerk-000001
2285,Perform checks,2024-02-08 07:43:29.650000000,Clerk-000004
2285,Make decision,2024-02-08 07:46:48.385000000,Manager-000004
2285,notify reject,2024-02-08 07:50:22.951000000,Manager-000003
2285,time out,2024-02-08 07:54:25.124000000,
2286,Check for completeness,2024-02-08 06:19:03.947000000,Clerk-000003
2286,Perform checks,2024-02-08 06:26:32.992000000,Clerk-000005
2286,Make decision,2024-02-08 06:35:53.319000000,Manager-000006
2286,notify reject,2024-02-08 06:44:27.816000000,Manager-000003
2286,time out,2024-02-08 06:49:52.720000000,
2287,Check for completeness,2024-02-08 09:09:12.737000000,Clerk-000002
2287,Request info,2024-02-08 09:27:44.505000000,Manager-000001
2287,info received,2024-02-08 09:40:48.143000000,
2287,Check for completeness,2024-02-08 09:40:58.143000000,Clerk-000003
2287,Request info,2024-02-08 09:41:00.600000000,Manager-000002
2287,info received,2024-02-08 09:57:53.802000000,
2287,Check for completeness,2024-02-08 09:58:03.802000000,Clerk-000001
2287,Perform checks,2024-02-08 10:06:03.279000000,Clerk-000002
2287,Make decision,2024-02-08 10:10:42.399000000,Manager-000004
2287,notify reject,2024-02-08 10:20:50.704000000,Manager-000003
2287,review request received,2024-02-08 10:35:39.670000000,
2287,Check for completeness,2024-02-08 10:35:49.670000000,Clerk-000006
2287,Perform checks,2024-02-08 10:50:38.902000000,Clerk-000003
2287,Make decision,2024-02-08 10:56:45.706000000,Manager-000006
2287,notify reject,2024-02-08 10:57:20.299000000,Manager-000002
2287,time out,2024-02-08 11:12:08.568000000,
2288,Check for completeness,2024-02-08 09:24:47.684000000,Clerk-000006
2288,Request info,2024-02-08 09:31:42.640000000,Manager-000006
2288,info received,2024-02-08 09:43:19.341000000,
2288,info received_1,2024-02-08 09:43:19.639425569,
2288,info received_2,2024-02-08 09:43:20.495386012,
2288,Check for completeness,2024-02-08 09:43:29.341000000,Clerk-000005
2288,Request info,2024-02-08 09:58:14.703000000,Manager-000005
2288,info received,2024-02-08 10:05:22.712000000,
2288,Check for completeness,2024-02-08 10:05:32.712000000,Clerk-000004
2288,Request info,2024-02-08 10:30:58.590000000,Manager-000001
2288,info received,2024-02-08 10:51:32.123000000,
2288,Check for completeness,2024-02-08 10:51:42.123000000,Clerk-000005
2288,Perform checks,2024-02-08 11:03:26.330000000,Clerk-000001
2288,Make decision,2024-02-08 11:21:18.373000000,Manager-000005
2288,notify reject,2024-02-08 12:03:29.170000000,Manager-000004
2288,time out,2024-02-08 12:09:31.492000000,
2289,Check for completeness,2024-02-08 12:06:32.987000000,Clerk-000002
2289,Perform checks,2024-02-08 12:07:59.525000000,Clerk-000004
2289,Make decision,2024-02-08 12:18:21.637000000,Manager-000003
2289,Notify accept,2024-02-08 12:30:57.854000000,Manager-000001
2289,Deliver card,2024-02-08 12:40:54.507000000,Manager-000005
229,Check for completeness,2023-10-11 14:36:53.771000000,Clerk-000003
229,Perform checks,2023-10-11 14:38:38.729000000,Clerk-000004
229,Make decision,2023-10-11 14:48:17.315000000,Manager-000004
229,Notify accept,2023-10-11 15:23:54.052000000,Manager-000006
229,Deliver card,2023-10-11 15:28:33.531000000,Manager-000003
2290,Check for completeness,2024-02-08 12:25:58.774000000,Clerk-000006
2290,Perform checks,2024-02-08 12:27:54.469000000,Clerk-000003
2290,Make decision,2024-02-08 12:31:31.387000000,Manager-000006
2290,notify reject,2024-02-08 12:40:00.172000000,Manager-000002
2290,review request received,2024-02-08 12:46:45.975000000,
2290,Check for completeness,2024-02-08 12:46:55.975000000,Clerk-000001
2290,Request info,2024-02-08 12:55:58.824000000,Manager-000004
2290,info received,2024-02-08 12:56:09.312000000,
2290,Check for completeness,2024-02-08 12:56:19.312000000,Clerk-000002
2290,Perform checks,2024-02-08 13:04:18.560000000,Clerk-000004
2290,Make decision,2024-02-08 13:13:24.929000000,Manager-000006
2290,notify reject,2024-02-08 13:20:27.071000000,Manager-000001
2290,review request received,2024-02-08 13:23:48.858000000,
2290,Check for completeness,2024-02-08 13:23:58.858000000,Clerk-000001
2290,Perform checks,2024-02-08 13:36:55.373000000,Clerk-000005
2290,Make decision,2024-02-08 13:37:10.435000000,Manager-000002
2290,Notify accept,2024-02-08 13:47:12.223000000,Manager-000003
2290,Deliver card,2024-02-08 14:03:53.273000000,Manager-000005
2291,Check for completeness,2024-02-08 12:46:16.701000000,Clerk-000005
2291,Request info,2024-02-08 12:58:06.333000000,Manager-000003
2291,info received,2024-02-08 13:10:49.246000000,
2291,Check for completeness,2024-02-08 13:10:59.246000000,Clerk-000006
2291,Perform checks,2024-02-08 13:12:40.222000000,Clerk-000003
2291,Make decision,2024-02-08 13:33:55.724000000,Manager-000005
2291,notify reject,2024-02-08 13:41:55.261000000,Manager-000004
2291,review request received,2024-02-08 13:46:10.898000000,
2291,Check for completeness,2024-02-08 13:46:20.898000000,Clerk-000004
2291,Request info,2024-02-08 13:47:40.052000000,Manager-000001
2291,info received,2024-02-08 13:48:02.544000000,
2291,Check for completeness,2024-02-08 13:48:12.544000000,Clerk-000003
2291,Perform checks,2024-02-08 13:50:46.221000000,Clerk-000001
2291,Make decision,2024-02-08 13:52:05.731000000,Manager-000005
2291,Notify accept,2024-02-08 13:55:38.455000000,Manager-000002
2291,Deliver card,2024-02-08 13:55:54.234000000,Manager-000001
2292,Check for completeness,2024-02-08 13:37:22.918000000,Clerk-000002
2292,Perform checks,2024-02-08 13:39:51.083000000,Clerk-000006
2292,Make decision,2024-02-08 13:47:30.787000000,Manager-000006
2292,notify reject,2024-02-08 13:54:15.344000000,Manager-000004
2292,review request received,2024-02-08 13:57:22.048000000,
2292,Check for completeness,2024-02-08 13:57:32.048000000,Clerk-000005
2292,Request info,2024-02-08 13:58:19.142000000,Manager-000006
2292,info received,2024-02-08 14:07:23.999000000,
2292,Check for completeness,2024-02-08 14:07:33.999000000,Clerk-000002
2292,Perform checks,2024-02-08 14:19:41.448000000,Clerk-000004
2292,Make decision,2024-02-08 14:21:22.605000000,Manager-000002
2292,notify reject,2024-02-08 14:22:28.489000000,Manager-000004
2292,time out,2024-02-08 14:48:52.012000000,
2293,Check for completeness,2024-02-08 14:11:29.857000000,Clerk-000006
2293,Request info,2024-02-08 14:24:32.645000000,Manager-000001
2293,info received,2024-02-08 14:32:06.020000000,
2293,Check for completeness,2024-02-08 14:32:16.020000000,Clerk-000003
2293,Request info,2024-02-08 15:02:09.959000000,Manager-000003
2293,info received,2024-02-08 15:12:21.384000000,
2293,Check for completeness,2024-02-08 15:12:31.384000000,Clerk-000001
2293,Perform checks,2024-02-08 15:13:41.672000000,Clerk-000005
2293,Make decision,2024-02-08 15:20:56.091000000,Manager-000005
2293,Notify accept,2024-02-08 15:21:50.286000000,Manager-000006
2293,Deliver card,2024-02-08 15:55:16.321000000,Manager-000001
2294,Check for completeness,2024-02-08 15:45:59.493000000,Clerk-000002
2294,Request info,2024-02-08 15:53:18.833000000,Manager-000002
2294,info received,2024-02-08 16:17:46.684000000,
2294,info received_1,2024-02-08 16:17:47.731572601,
2294,info received_2,2024-02-08 16:17:49.126086740,
2294,Check for completeness,2024-02-08 16:17:56.684000000,Clerk-000006
2294,Perform checks,2024-02-08 16:26:14.157000000,Clerk-000001
2294,Make decision,2024-02-08 16:26:47.560000000,Manager-000003
2294,notify reject,2024-02-08 16:29:26.662000000,Manager-000005
2294,time out,2024-02-08 16:32:25.807000000,
2295,Check for completeness,2024-02-08 15:59:06.300000000,Clerk-000004
2295,Request info,2024-02-08 16:06:03.259000000,Manager-000004
2295,info received,2024-02-08 16:23:56.523000000,
2295,Check for completeness,2024-02-08 16:24:06.523000000,Clerk-000003
2295,Perform checks,2024-02-08 16:50:23.717000000,Clerk-000005
2295,Make decision,2024-02-08 16:52:27.761000000,Manager-000006
2295,notify reject,2024-02-08 17:05:17.799000000,Manager-000001
2295,review request received,2024-02-08 17:13:48.283000000,
2295,Check for completeness,2024-02-08 17:13:58.283000000,Clerk-000002
2295,Request info,2024-02-08 17:18:27.813000000,Manager-000002
2295,info received,2024-02-08 17:41:52.215000000,
2295,Check for completeness,2024-02-08 17:42:02.215000000,Clerk-000001
2295,Perform checks,2024-02-08 17:47:00.720000000,Clerk-000003
2295,Make decision,2024-02-08 18:02:21.759000000,Manager-000006
2295,notify reject,2024-02-08 18:30:45.285000000,Manager-000004
2295,review request received,2024-02-08 18:31:32.846000000,
2295,Check for completeness,2024-02-08 18:31:42.846000000,Clerk-000001
2295,Request info,2024-02-08 18:35:05.337000000,Manager-000001
2295,info received,2024-02-08 18:48:44.228000000,
2295,Check for completeness,2024-02-08 18:48:54.228000000,Clerk-000003
2295,Perform checks,2024-02-08 19:08:43.000000000,Clerk-000002
2295,Make decision,2024-02-08 19:13:06.652000000,Manager-000004
2295,Notify accept,2024-02-08 19:15:35.354000000,Manager-000002
2295,Deliver card,2024-02-08 19:22:40.019000000,Manager-000001
2296,Check for completeness>:20240208,2024-02-08 17:16:52.880000000,Clerk-000004
2296,Perform checks,2024-02-08 17:18:13.371000000,Clerk-000006
2296,Make decision,2024-02-08 17:22:36.533000000,Manager-000004
2296,Notify accept,2024-02-08 17:30:42.944000000,Manager-000006
2296,issue card,2024-02-08 17:30:42.944000000,Manager-000001
2297,Check for completeness,2024-02-08 17:20:45.586000000,Clerk-000001
2297,Requesf info,2024-02-08 17:25:13.525000000,Manager-000003
2297,info received,2024-02-08 17:27:56.770000000,
2297,Check for completeness,2024-02-08 17:28:06.770000000,Clerk-000003
2297,Request info,2024-02-08 17:29:07.401000000,Manager-000005
2297,info received,2024-02-08 17:31:58.587000000,
2297,Check for completeness,2024-02-08 17:32:08.587000000,Clerk-000005
2297,Perform checks,2024-02-08 17:36:06.511000000,Clerk-000002
2297,Make decision,2024-02-08 17:36:47.366000000,Manager-000003
2297,notify reject,2024-02-08 17:38:21.479000000,Manager-000004
2297,review request received,2024-02-08 17:38:24.660000000,
2297,Check for completeness,2024-02-08 17:38:34.660000000,Clerk-000006
2297,Request info,2024-02-08 17:47:14.330000000,Manager-000005
