Case,Activity,Timestamp,Resource,error_detected,detected_error_types
2358,Check for completeness,2024-02-13 14:09:16.488000000,Clerk-000004,False,
2358,Perform checks,2024-02-13 14:25:12.678000000,Clerk-000002,False,
2358,Make decision,2024-02-13 14:47:07.084000000,Manager-000001,False,
2358,Notify accept,2024-02-13 15:20:28.227000000,Manager-000006,True,synonymous
2358,Deliver card,2024-02-13 15:26:10.609000000,Manager-000004,False,
2359,Check for completeness,2024-02-13 14:38:42.063000000,Clerk-000006,False,
2359,Perform checks,2024-02-13 14:45:07.494000000,Clerk-000001,False,
2359,Make decision,2024-02-13 15:04:22.680000000,Manager-000002,False,
2359,Notify accept,2024-02-13 15:11:36.156000000,Manager-000005,True,synonymous
2359,Deliver card,2024-02-13 15:18:09.645000000,Manager-000003,False,
236,Vheck for completeness,2023-10-11 18:44:01.174000000,Clerk-000003,True,distorted
236,Request info,2023-10-11 18:46:29.147000000,Manager-000002,False,
236,INfo receIveD,2023-10-11 18:47:52.103000000,,True,synonymous
236,Check for completeness,2023-10-11 18:48:02.103000000,Clerk-000004,False,
236,Petform checks,2023-10-11 19:02:53.912000000,Clerk-000003,True,distorted
236,Make decision,2023-10-11 19:36:41.632000000,Manager-000004,False,
236,Notify accept,2023-10-11 19:40:11.697000000,Manager-000002,True,synonymous
236,Deliver card,2023-10-11 19:44:31.301000000,Manager-000006,False,
2360,Verification process,2024-02-13 14:39:03.451000000,Clerk-000005,False,
2360,Verification process,2024-02-13 15:15:46.727000000,Clerk-000003,False,
2360,Make decision,2024-02-13 15:27:34.850000000,Manager-000002,False,
2360,Notify accept,2024-02-13 15:36:04.055000000,Manager-000005,True,synonymous
2360,Deliver card,2024-02-13 15:46:18.420000000,Manager-000001,False,
2361,Check for completeness,2024-02-13 15:40:43.342000000,Clerk-000004,False,
2361,Request info,2024-02-13 15:45:04.935000000,Manager-000003,False,
2361,info received,2024-02-13 15:53:08.847000000,,False,
2361,Check for completeness,2024-02-13 15:53:18.847000000,Clerk-000006,False,
2361,Perform checks,2024-02-13 15:57:21.830000000,Clerk-000002,False,
2361,Make decision,2024-02-13 15:59:19.887000000,Manager-000006,False,
2361,notify reject,2024-02-13 16:11:39.886000000,Manager-000004,False,
2361,review request received,2024-02-13 16:29:05.744000000,,False,
2361,Check for completeness,2024-02-13 16:29:15.744000000,Clerk-000005,False,
2361,Perform checks,2024-02-13 16:32:56.111000000,Clerk-000003,False,
2361,Make decision,2024-02-13 16:43:44.986000000,Manager-000005,False,
2361,Notify accept,2024-02-13 16:46:51.754000000,Manager-000003,True,synonymous
2361,Deliver card,2024-02-13 17:14:06.081000000,Manager-000006,False,
2362,Check for completeness,2024-02-13 16:21:34.537000000,Clerk-000001,False,
2362,Request info,2024-02-13 16:42:17.299000000,Manager-000002,False,
2362,info received,2024-02-13 16:45:57.303000000,,False,
2362,Check for completeness,2024-02-13 16:46:07.303000000,Clerk-000002,False,
2362,Request info,2024-02-13 16:47:38.332000000,Manager-000006,False,
2362,info received,2024-02-13 16:48:24.285000000,,False,
2362,Check for completeness,2024-02-13 16:48:34.285000000,Clerk-000005,False,
2362,Perform checks,2024-02-13 16:51:03.109000000,Clerk-000001,False,
2362,Make decision,2024-02-13 16:53:54.430000000,Manager-000004,False,
2362,Notify accept,2024-02-13 16:54:31.031000000,Manager-000002,True,synonymous
2362,Deliver card,2024-02-13 17:30:15.475000000,Manager-000001,False,
2363,Check for completeness,2024-02-13 16:37:27.115000000,Clerk-000004,False,
2363,Perform checks,2024-02-13 16:44:21.787000000,Clerk-000006,False,
2363,Make decision,2024-02-13 16:48:08.979000000,Manager-000001,False,
2363,notify reject,2024-02-13 16:55:52.949000000,Manager-000005,False,
2363,review request received,2024-02-13 16:57:14.667000000,,False,
2363,Check for completeness,2024-02-13 16:57:24.667000000,Clerk-000003,False,
2363,Request info,2024-02-13 17:15:12.137000000,Manager-000004,False,
2363,info received,2024-02-13 17:24:58.488000000,,False,
2363,Check for completeness,2024-02-13 17:25:08.488000000,Clerk-000004,False,
2363,Request info,2024-02-13 17:34:35.464000000,Manager-000005,False,
2363,info received,2024-02-13 17:42:07.625000000,,False,
2363,Check for completeness,2024-02-13 17:42:17.625000000,Clerk-000002,False,
2363,Perform checks,2024-02-13 18:11:22.482000000,Clerk-000006,False,
2363,Make decision,2024-02-13 18:12:16.842000000,Manager-000003,False,
2363,notify reject,2024-02-13 18:14:11.403000000,Manager-000006,False,
2363,review request received,2024-02-13 18:34:06.222000000,,False,
2363,Check for completeness,2024-02-13 18:34:16.222000000,Clerk-000005,False,
2363,Perform checks,2024-02-13 18:35:20.457000000,Clerk-000001,False,
2363,Make decision,2024-02-13 18:54:42.948000000,Manager-000004,False,
2363,Notify accept,2024-02-13 19:04:43.617000000,Manager-000002,True,synonymous
2363,Deliver card,2024-02-13 19:16:37.008000000,Manager-000001,False,
2364,Check for completeness,2024-02-13 20:34:29.891000000,Clerk-000003,True,collateral
2364,Check for completeness_1,2024-02-13 20:34:29.965624946,Clerk-000003,True,distorted|synonymous|collateral
2364,Check for completeness_2,2024-02-13 20:34:31.108832899,Clerk-000003,True,distorted|synonymous|collateral
2364,Request info,2024-02-13 20:40:31.698000000,Manager-000005,False,
2364,info received,2024-02-13 20:49:54.525000000,,False,
2364,Check for completeness,2024-02-13 20:50:04.525000000,Clerk-000004,False,
2364,Request info,2024-02-13 20:58:31.061000000,Manager-000003,False,
2364,info received,2024-02-13 21:15:01.842000000,,False,
2364,Check for completeness>_20240213,2024-02-13 21:15:11.842000000,Clerk-000002,True,polluted|distorted|synonymous
2364,Request info,2024-02-13 21:39:14.444000000,Manager-000004,False,
2364,info received,2024-02-13 22:03:57.140000000,,False,
2364,Check for completeness,2024-02-13 22:04:07.140000000,Clerk-000003,False,
2364,Perform checks,2024-02-13 22:06:47.144000000,Clerk-000004,False,
2364,Make decision,2024-02-13 22:11:50.157000000,Manager-000002,False,
2364,Notify accept,2024-02-13 22:11:52.083000000,Manager-000001,True,synonymous
2364,Deliver card>:Manager-000003,2024-02-13 22:22:33.399000000,Manager-000003,True,polluted|distorted|synonymous
2365,Check for completeness,2024-02-13 21:33:37.088000000,Clerk-000006,False,
2365,Request info,2024-02-13 21:38:24.397000000,Manager-000006,False,
2365,info received,2024-02-13 21:43:58.101000000,,False,
2365,Check for completeness,2024-02-13 21:44:08.101000000,Clerk-000005,False,
2365,Perform checks,2024-02-13 21:50:33.299000000,Clerk-000001,False,
2365,Make decision,2024-02-13 22:21:18.399000000,Manager-000005,False,
2365,notify reject,2024-02-13 22:23:34.683000000,Manager-000006,False,
2365,review request received,2024-02-13 22:24:53.574000000,,False,
2365,Check for completeness,2024-02-13 22:25:03.574000000,Clerk-000006,False,
2365,Request info,2024-02-13 22:28:56.795000000,Manager-000004,False,
2365,info received,2024-02-13 22:37:09.841000000,,False,
2365,Check for completeness,2024-02-13 22:37:19.841000000,Clerk-000002,False,
2365,Request info,2024-02-13 22:44:25.982000000,Manager-000002,False,
2365,info received,2024-02-13 22:49:51.016000000,,False,
2365,Check for completeness,2024-02-13 22:50:01.016000000,Clerk-000005,False,
2365,Perform checks,2024-02-13 22:57:13.690000000,Clerk-000004,False,
2365,Make decision,2024-02-13 23:03:28.437000000,Manager-000005,False,
2365,Notify accept,2024-02-13 23:12:16.842000000,Manager-000003,True,synonymous
2365,Deliver card,2024-02-13 23:24:31.467000000,Manager-000002,False,
2366,Check for completeness,2024-02-13 22:52:54.593000000,Clerk-000003,False,
2366,Request info,2024-02-13 22:56:11.607000000,Manager-000001,False,
2366,info received,2024-02-13 22:57:25.731000000,,False,
2366,Check for completeness,2024-02-13 22:57:35.731000000,Clerk-000001,False,
2366,Request info,2024-02-13 23:04:38.498000000,Manager-000006,False,
2366,info received,2024-02-13 23:08:38.026000000,,False,
2366,Check for completeness,2024-02-13 23:08:48.026000000,Clerk-000006,False,
2366,Request info,2024-02-13 23:12:18.104000000,Manager-000004,False,
2366,info received,2024-02-13 23:15:44.221000000,,False,
2366,Check for completeness,2024-02-13 23:15:54.221000000,Clerk-000002,False,
2366,Perform checks,2024-02-13 23:24:23.882000000,Clerk-000003,False,
2366,Make decision,2024-02-13 23:25:21.790000000,Manager-000001,False,
2366,notify reject,2024-02-13 23:38:16.212000000,Manager-000006,False,
2366,review request received,2024-02-13 23:47:51.062000000,,False,
2366,Check for completeness,2024-02-13 23:48:01.062000000,Clerk-000004,False,
2366,Request info,2024-02-14 00:07:16.718000000,Manager-000005,False,
2366,info received,2024-02-14 00:07:50.938000000,,False,
2366,Check for completeness,2024-02-14 00:08:00.938000000,Clerk-000002,False,
2366,Request info,2024-02-14 00:27:56.415000000,Manager-000001,False,
2366,info received,2024-02-14 00:29:44.250000000,,False,
2366,Check for completeness,2024-02-14 00:29:54.250000000,Clerk-000004,False,
2366,Request info,2024-02-14 00:30:43.655000000,Manager-000006,False,
2366,info received,2024-02-14 00:51:06.092000000,,False,
2366,Check for completeness,2024-02-14 00:51:16.092000000,Clerk-000004,False,
2366,Request info,2024-02-14 00:54:27.666000000,Manager-000003,False,
2366,info received,2024-02-14 00:55:10.582000000,,False,
2366,Check for completeness,2024-02-14 00:55:20.582000000,Clerk-000003,False,
2366,Perform checks,2024-02-14 01:00:23.435000000,Clerk-000005,False,
2366,Make decision,2024-02-14 01:05:09.877000000,Manager-000001,False,
2366,Notify accept,2024-02-14 01:14:59.410000000,Manager-000005,True,synonymous
2366,Deliver card,2024-02-14 01:19:02.875000000,Manager-000004,False,
2367,Check for completeness,2024-02-13 23:40:47.627000000,Clerk-000005,False,
2367,Request info,2024-02-14 00:08:26.490000000,Manager-000004,False,
2367,info received,2024-02-14 00:17:47.274000000,,False,
2367,Check for completeness,2024-02-14 00:17:57.274000000,Clerk-000003,False,
2367,Perform checks,2024-02-14 00:37:54.905000000,Clerk-000005,False,
2367,Make decision,2024-02-14 00:38:34.898000000,Manager-000005,False,
2367,notify reject,2024-02-14 00:40:10.777000000,Manager-000004,False,
2367,review request received,2024-02-14 00:47:15.312000000,,False,
2367,Check for completeness,2024-02-14 00:47:25.312000000,Clerk-000002,False,
2367,Request info,2024-02-14 01:43:38.822000000,Manager-000001,False,
2367,info received,2024-02-14 01:52:38.887000000,,False,
2367,Check for completeness,2024-02-14 01:52:48.887000000,Clerk-000004,False,
2367,Request info,2024-02-14 02:03:10.702000000,Manager-000002,False,
2367,info received,2024-02-14 02:15:04.704000000,,False,
2367,Check for completeness,2024-02-14 02:15:14.704000000,Clerk-000005,False,
2367,Request info,2024-02-14 02:16:49.251000000,Manager-000004,False,
2367,info received,2024-02-14 02:18:24.513000000,,False,
2367,Check for completeness,2024-02-14 02:18:34.513000000,Clerk-000001,False,
2367,Perform checks,2024-02-14 02:19:51.845000000,Clerk-000004,False,
2367,Make decision,2024-02-14 02:27:46.682000000,Manager-000001,False,
2367,notify reject,2024-02-14 02:51:31.234000000,Manager-000002,False,
2367,time out,2024-02-14 03:00:36.057000000,,False,
2368,Check for completeness,2024-02-13 23:51:51.828000000,Clerk-000001,False,
2368,Perform checks,2024-02-13 23:54:44.860000000,Clerk-000006,False,
2368,Make decision,2024-02-14 00:13:41.874000000,Manager-000003,False,
2368,notify reject,2024-02-14 00:18:16.814000000,Manager-000002,False,
2368,time out,2024-02-14 00:22:08.557000000,,False,
2369,Check for completeness,2024-02-14 00:22:12.475000000,Clerk-000001,False,
2369,Perform checks,2024-02-14 00:45:31.833000000,Clerk-000006,False,
2369,Make decision,2024-02-14 01:00:37.058000000,Manager-000002,False,
2369,Notify accept,2024-02-14 01:20:48.896000000,Manager-000006,True,synonymous
2369,Deliver card,2024-02-14 01:23:55.368000000,Manager-000003,False,
237,Verification process,2023-10-11 20:41:46.932000000,Clerk-000001,False,
237,Request inf,2023-10-11 21:03:33.459000000,Manager-000004,True,distorted
237,info received,2023-10-11 21:08:20.732000000,,False,
237,Check for Acompleteness,2023-10-11 21:08:30.732000000,Clerk-000005,True,distorted|synonymous
237,Verification process,2023-10-11 21:09:00.298000000,Clerk-000003,False,
237,Mak decision,2023-10-11 21:12:17.210000000,Manager-000002,True,distorted
237,Notify accepT,2023-10-11 21:14:55.191000000,Manager-000005,True,synonymous
237,Deliver card,2023-10-11 21:16:01.467000000,Manager-000001,False,
2370,Check for completeness,2024-02-14 01:50:36.721000000,Clerk-000001,False,
2370,Request info,2024-02-14 01:50:48.512000000,Manager-000005,False,
2370,info received,2024-02-14 01:53:46.868000000,,False,
2370,Check for completeness,2024-02-14 01:53:56.868000000,Clerk-000003,False,
2370,Request info,2024-02-14 02:04:02.643000000,Manager-000006,False,
2370,info received,2024-02-14 02:16:23.108000000,,False,
2370,Check for completeness,2024-02-14 02:16:33.108000000,Clerk-000002,False,
2370,Request info,2024-02-14 02:31:35.946000000,Manager-000005,False,
2370,info received,2024-02-14 02:32:20.152000000,,False,
2370,Check for completeness,2024-02-14 02:32:30.152000000,Clerk-000003,False,
2370,Perform checks,2024-02-14 02:33:24.885000000,Clerk-000006,False,
2370,Make decision,2024-02-14 03:09:13.573000000,Manager-000004,False,
2370,Notify accept,2024-02-14 03:32:30.446000000,Manager-000002,True,synonymous
2370,Deliver card,2024-02-14 03:55:32.941000000,Manager-000006,False,
2371,Check for completeness,2024-02-14 02:11:43.457000000,Clerk-000006,False,
2371,Request info,2024-02-14 02:12:35.348000000,Manager-000003,False,
2371,info received,2024-02-14 02:52:04.495000000,,False,
2371,Check for completeness,2024-02-14 02:52:14.495000000,Clerk-000005,False,
2371,Request info,2024-02-14 02:55:04.031000000,Manager-000006,False,
2371,info received,2024-02-14 02:56:34.929000000,,False,
2371,Check for completeness,2024-02-14 02:56:44.929000000,Clerk-000001,False,
2371,Perform checks,2024-02-14 03:03:33.153000000,Clerk-000004,False,
2371,Make decision,2024-02-14 03:15:44.989000000,Manager-000001,False,
2371,notify reject,2024-02-14 03:28:52.129000000,Manager-000006,False,
2371,review request received,2024-02-14 03:29:14.126000000,,False,
2371,Check for completeness,2024-02-14 03:29:24.126000000,Clerk-000005,False,
2371,Request info,2024-02-14 04:05:20.575000000,Manager-000004,False,
2371,info received,2024-02-14 04:18:56.867000000,,False,
2371,Check for completeness,2024-02-14 04:19:06.867000000,Clerk-000003,False,
2371,Perform checks,2024-02-14 04:28:43.182000000,Clerk-000004,False,
2371,Make decision,2024-02-14 04:31:17.980000000,Manager-000005,False,
2371,notify reject,2024-02-14 04:42:53.393000000,Manager-000006,False,
2371,time out,2024-02-14 05:01:57.056000000,,False,
2372,Check for completeness,2024-02-14 03:11:20.438000000,Clerk-000002,False,
2372,Perform checks,2024-02-14 03:11:26.490000000,Clerk-000003,False,
2372,Make decision,2024-02-14 03:15:35.254000000,Manager-000005,False,
2372,notify reject,2024-02-14 03:20:45.738000000,Manager-000003,False,
2372,review request received,2024-02-14 03:35:14.595000000,,False,
2372,Check for completeness,2024-02-14 03:35:24.595000000,Clerk-000001,False,
2372,Request info,2024-02-14 03:36:42.052000000,Manager-000005,False,
2372,info received,2024-02-14 03:36:50.802000000,,False,
2372,Check for completeness,2024-02-14 03:37:00.802000000,Clerk-000006,False,
2372,Perform checks,2024-02-14 03:38:30.306000000,Clerk-000002,False,
2372,Make decision,2024-02-14 03:49:47.881000000,Manager-000001,False,
2372,Notify accept,2024-02-14 04:10:04.238000000,Manager-000003,True,synonymous
2372,Deliver card,2024-02-14 04:34:28.099000000,Manager-000002,False,
2373,Check for completeness,2024-02-14 08:38:39.528000000,Clerk-000001,False,
2373,Request info,2024-02-14 08:47:00.346000000,Manager-000001,False,
2373,info received,2024-02-14 08:54:59.611000000,,False,
2373,Check for completeness,2024-02-14 08:55:09.611000000,Clerk-000002,False,
2373,Request info,2024-02-14 08:58:41.406000000,Manager-000004,False,
2373,info received,2024-02-14 09:14:33.172000000,,False,
2373,Check for completeness,2024-02-14 09:14:43.172000000,Clerk-000004,False,
2373,Perform checks,2024-02-14 09:42:39.230000000,Clerk-000005,False,
2373,Make decision,2024-02-14 09:45:47.576000000,Manager-000004,False,
2373,notify reject,2024-02-14 09:57:42.701000000,Manager-000005,False,
2373,review request received,2024-02-14 10:18:33.088000000,,False,
2373,Check for completeness,2024-02-14 10:18:43.088000000,Clerk-000001,False,
2373,Request info,2024-02-14 10:22:51.120000000,Manager-000001,False,
2373,info received,2024-02-14 10:28:02.172000000,,False,
2373,Check for completeness,2024-02-14 10:28:12.172000000,Clerk-000003,False,
2373,Perform checks,2024-02-14 10:30:51.014000000,Clerk-000002,False,
2373,Make decision,2024-02-14 10:40:01.000000000,Manager-000002,False,
2373,notify reject,2024-02-14 10:55:08.713000000,Manager-000004,False,
2373,review request received,2024-02-14 10:56:57.929000000,,False,
2373,Check for completeness,2024-02-14 10:57:07.929000000,Clerk-000006,False,
2373,Perform checks,2024-02-14 11:05:37.950000000,Clerk-000004,False,
2373,Make decision,2024-02-14 11:18:32.875000000,Manager-000005,False,
2373,notify reject,2024-02-14 11:31:51.455000000,Manager-000006,False,
2373,review request received,2024-02-14 11:32:46.401000000,,False,
2373,Check for completeness,2024-02-14 11:32:56.401000000,Clerk-000006,False,
2373,Request info,2024-02-14 11:34:53.208000000,Manager-000002,False,
2373,info received,2024-02-14 11:41:09.165000000,,False,
2373,Check for completeness,2024-02-14 11:41:19.165000000,Clerk-000005,False,
2373,Perform checks,2024-02-14 11:54:06.400000000,Clerk-000006,False,
2373,Make decision,2024-02-14 12:11:05.915000000,Manager-000006,False,
2373,notify reject,2024-02-14 12:25:33.685000000,Manager-000002,False,
2373,time out,2024-02-14 12:47:58.120000000,,False,
2374,Check for completeness,2024-02-14 08:50:43.138000000,Clerk-000006,False,
2374,Request info,2024-02-14 08:59:59.977000000,Manager-000003,False,
2374,info received,2024-02-14 09:01:40.350000000,,False,
2374,Check for completeness,2024-02-14 09:01:50.350000000,Clerk-000005,False,
2374,Perform checks,2024-02-14 09:10:35.588000000,Clerk-000003,False,
2374,Make decision,2024-02-14 09:28:51.657000000,Manager-000005,False,
2374,Notify accept,2024-02-14 09:39:11.439000000,Manager-000001,True,synonymous
2374,Deliver card,2024-02-14 09:46:32.810000000,Manager-000002,False,
2375,Check for completeness,2024-02-14 09:22:36.931000000,Clerk-000001,False,
2375,Request info,2024-02-14 09:25:27.375000000,Manager-000002,False,
2375,info received,2024-02-14 09:28:43.033000000,,False,
2375,Check for completeness,2024-02-14 09:28:53.033000000,Clerk-000002,False,
2375,Perform checks,2024-02-14 09:34:41.827000000,Clerk-000006,False,
2375,Make decision,2024-02-14 09:38:35.676000000,Manager-000006,False,
2375,Notify accept,2024-02-14 09:42:00.537000000,Manager-000003,True,synonymous
2375,Deliver card,2024-02-14 10:01:24.340000000,Manager-000006,False,
2376,Check for completeness,2024-02-14 11:10:25.149000000,Clerk-000005,False,
2376,Perform checks,2024-02-14 11:10:33.880000000,Clerk-000001,False,
2376,Make decision,2024-02-14 11:17:36.746000000,Manager-000003,False,
2376,notify reject,2024-02-14 11:20:13.602000000,Manager-000001,False,
2376,review request received,2024-02-14 11:21:42.227000000,,False,
2376,Check for completeness,2024-02-14 11:21:52.227000000,Clerk-000003,False,
2376,Perform checks,2024-02-14 11:26:51.779000000,Clerk-000002,False,
2376,Make decision,2024-02-14 11:35:52.480000000,Manager-000004,False,
2376,notify reject,2024-02-14 11:39:12.897000000,Manager-000003,False,
2376,revied request received,2024-02-14 11:44:26.661000000,,True,distorted
2376,Check for completeness,2024-02-14 11:44:36.661000000,Clerk-000004,True,collateral
2376,Check for completeness_1,2024-02-14 11:44:37.354244446,Clerk-000004,True,distorted|synonymous|collateral
2376,Check for completeness_2,2024-02-14 11:44:37.563863347,Clerk-000004,True,distorted|synonymous|collateral
2376,Request info,2024-02-14 11:49:17.928000000,Manager-000001,False,
2376,info received,2024-02-14 11:51:55.012000000,,False,
2376,Check for completeness,2024-02-14 11:52:05.012000000,Clerk-000003,False,
2376,Perform checks,2024-02-14 11:55:32.702000000,Clerk-000002,False,
2376,Mak edecision,2024-02-14 12:42:24.422000000,Manager-000005,True,distorted
2376,notify reject,2024-02-14 13:08:00.659000000,Manager-000002,False,
2376,time out,2024-02-14 13:18:03.967000000,,False,
2377,Verification process,2024-02-14 11:42:37.396000000,Clerk-000001,False,
2377,Request info,2024-02-14 12:08:55.601000000,Manager-000005,False,
2377,inf received,2024-02-14 12:09:53.833000000,,True,distorted|synonymous
2377,Check for completeness,2024-02-14 12:10:03.833000000,Clerk-000004,True,collateral
2377,Check for completeness_1,2024-02-14 12:10:04.297558600,Clerk-000004,True,distorted|synonymous|collateral
2377,Check for completeness_2,2024-02-14 12:10:05.781854729,Clerk-000004,True,distorted|synonymous|collateral
2377,Verification process,2024-02-14 12:12:27.446000000,Clerk-000005,False,
2377,Make decision,2024-02-14 12:22:25.984000000,Manager-000004,False,
2377,Notify accept,2024-02-14 12:57:55.035000000,Manager-000001,True,synonymous
2377,Deliver card,2024-02-14 13:02:28.853000000,Manager-000006,False,
2378,Check for completeness,2024-02-14 12:21:24.908000000,Clerk-000003,False,
2378,Request info,2024-02-14 12:26:27.571000000,Manager-000003,False,
2378,info received,2024-02-14 12:59:41.687000000,,False,
2378,Check for completeness,2024-02-14 12:59:51.687000000,Clerk-000004,False,
2378,Perform checks,2024-02-14 13:39:42.370000000,Clerk-000005,False,
2378,Make decision,2024-02-14 13:40:52.276000000,Manager-000004,False,
2378,notify reject,2024-02-14 13:51:12.043000000,Manager-000003,False,
2378,review request received,2024-02-14 13:55:29.252000000,,False,
2378,Check for completeness,2024-02-14 13:55:39.252000000,Clerk-000003,False,
2378,Request info,2024-02-14 14:05:27.713000000,Manager-000002,False,
2378,info received,2024-02-14 14:14:01.963000000,,False,
2378,Check for completeness,2024-02-14 14:14:11.963000000,Clerk-000004,False,
2378,Request info,2024-02-14 14:30:48.256000000,Manager-000003,False,
2378,info received,2024-02-14 14:47:05.556000000,,False,
2378,Check for completeness,2024-02-14 14:47:15.556000000,Clerk-000002,False,
2378,Perform checks,2024-02-14 14:47:19.089000000,Clerk-000005,False,
2378,Make decision,2024-02-14 14:52:55.939000000,Manager-000004,False,
2378,notify reject,2024-02-14 14:52:57.499000000,Manager-000001,False,
2378,review request received,2024-02-14 15:04:34.897000000,,False,
2378,Check for completeness,2024-02-14 15:04:44.897000000,Clerk-000001,False,
2378,Request info,2024-02-14 15:04:48.351000000,Manager-000003,False,
2378,info received,2024-02-14 16:00:09.566000000,,False,
2378,Check for completeness,2024-02-14 16:00:19.566000000,Clerk-000004,False,
2378,Perform checks,2024-02-14 16:12:56.890000000,Clerk-000006,False,
2378,Make decision,2024-02-14 16:18:10.954000000,Manager-000004,False,
2378,notify reject,2024-02-14 16:23:27.133000000,Manager-000002,False,
2378,time out,2024-02-14 16:42:04.160000000,,False,
2379,Check for completeness,2024-02-14 12:24:13.496000000,Clerk-000001,False,
2379,Perform checks,2024-02-14 12:33:14.184000000,Clerk-000006,False,
2379,Make decision,2024-02-14 12:38:21.865000000,Manager-000001,False,
2379,notify reject,2024-02-14 12:43:37.500000000,Manager-000006,False,
2379,time out,2024-02-14 12:46:52.826000000,,False,
238,Check for completeness,2023-10-11 22:48:30.770000000,Clerk-000006,False,
238,Request info,2023-10-11 22:52:41.316000000,Manager-000003,False,
238,info received,2023-10-11 23:00:11.347000000,,False,
238,Check for completeness,2023-10-11 23:00:21.347000000,Clerk-000004,False,
238,Request info,2023-10-11 23:00:43.704000000,Manager-000006,False,
238,info received,2023-10-11 23:08:08.534000000,,False,
238,Check for completeness,2023-10-11 23:08:18.534000000,Clerk-000002,False,
238,Perform checks,2023-10-11 23:28:11.419000000,Clerk-000001,False,
238,Make decision,2023-10-11 23:31:27.344000000,Manager-000004,False,
238,Notify accept,2023-10-11 23:56:32.227000000,Manager-000002,True,synonymous
238,Deliver card,2023-10-11 23:57:58.803000000,Manager-000005,False,
2380,Check for completeness,2024-02-14 13:58:09.043000000,Clerk-000001,False,
2380,Perform checks,2024-02-14 14:00:23.069000000,Clerk-000006,False,
2380,Make decision,2024-02-14 14:02:53.152000000,Manager-000001,False,
2380,notify reject,2024-02-14 14:02:53.746000000,Manager-000005,False,
2380,review request received,2024-02-14 14:03:48.423000000,,False,
2380,Check for completeness,2024-02-14 14:03:58.423000000,Clerk-000002,False,
2380,Perform checks,2024-02-14 14:19:08.603000000,Clerk-000001,False,
2380,Make decision,2024-02-14 14:29:22.375000000,Manager-000004,False,
2380,Notify accept,2024-02-14 14:32:23.865000000,Manager-000001,True,synonymous
2380,Deliver card,2024-02-14 14:41:22.082000000,Manager-000002,False,
2381,Check for completeness,2024-02-14 14:14:33.715000000,Clerk-000005,False,
2381,Request info,2024-02-14 14:26:51.811000000,Manager-000006,False,
2381,info received,2024-02-14 14:31:26.066000000,,False,
2381,Check for completeness,2024-02-14 14:31:36.066000000,Clerk-000006,False,
2381,Perform checks,2024-02-14 14:37:48.303000000,Clerk-000003,False,
2381,Make decision,2024-02-14 14:38:34.004000000,Manager-000005,False,
2381,Notify accept,2024-02-14 14:52:00.320000000,Manager-000006,True,synonymous
2381,Deliver card,2024-02-14 15:05:04.239000000,Manager-000005,False,
2382,Check for completeness,2024-02-14 17:25:28.216000000,Clerk-000003,False,
2382,Request info,2024-02-14 17:33:52.213000000,Manager-000001,False,
2382,info received,2024-02-14 17:40:59.547000000,,False,
2382,Check for completeness,2024-02-14 17:41:09.547000000,Clerk-000002,False,
2382,Request info,2024-02-14 17:53:56.090000000,Manager-000006,False,
2382,info received,2024-02-14 18:00:47.037000000,,False,
2382,Check for completeness,2024-02-14 18:00:57.037000000,Clerk-000001,False,
2382,Perform checks,2024-02-14 18:05:58.472000000,Clerk-000006,False,
2382,Make decision,2024-02-14 18:08:00.040000000,Manager-000003,False,
2382,Notify accept,2024-02-14 18:41:13.871000000,Manager-000006,True,synonymous
2382,Deliver card,2024-02-14 18:41:57.983000000,Manager-000004,False,
2383,Check for completeness,2024-02-14 17:52:29.410000000,Clerk-000005,False,
2383,Request info,2024-02-14 17:54:16.341000000,Manager-000005,False,
2383,info received,2024-02-14 18:31:12.005000000,,False,
2383,Check for completeness,2024-02-14 18:31:22.005000000,Clerk-000001,True,form-based
2383,Perform checks,2024-02-14 18:31:22.005000000,Clerk-000006,True,form-based
2383,Make decision,2024-02-14 18:31:22.005000000,Manager-000001,True,form-based
2383,Notify accept,2024-02-14 18:31:22.005000000,Manager-000002,True,form-based|synonymous
2383,Deliver card,2024-02-14 19:12:53.427000000,Manager-000004,False,
2384,Check for completeness,2024-02-14 18:04:23.011000000,Clerk-000004,False,
2384,Request info,2024-02-14 18:14:59.654000000,Manager-000004,False,
2384,info received,2024-02-14 18:17:01.176000000,,False,
2384,Check for completeness,2024-02-14 18:17:11.176000000,Clerk-000003,False,
2384,Request info,2024-02-14 18:26:45.039000000,Manager-000002,False,
2384,info received,2024-02-14 18:43:53.959000000,,False,
2384,Check for completeness,2024-02-14 18:44:03.959000000,Clerk-000003,False,
2384,Perform checks,2024-02-14 18:49:15.068000000,Clerk-000002,False,
2384,Make decision,2024-02-14 18:52:08.946000000,Manager-000005,False,
2384,notify reject,2024-02-14 18:53:37.432000000,Manager-000003,False,
2384,time out,2024-02-14 19:30:53.277000000,,False,
2385,Check for completeness,2024-02-14 18:27:48.051000000,Clerk-000002,False,
2385,Perform checks,2024-02-14 18:27:54.891000000,Clerk-000005,False,
2385,Make decision,2024-02-14 18:36:11.588000000,Manager-000001,False,
2385,notify reject,2024-02-14 19:02:23.142000000,Manager-000002,False,
2385,review request received,2024-02-14 19:05:53.600000000,,False,
2385,Check for completeness,2024-02-14 19:06:03.600000000,Clerk-000005,False,
2385,Perform checks,2024-02-14 19:26:26.844000000,Clerk-000003,False,
2385,Make decision,2024-02-14 19:34:04.041000000,Manager-000006,False,
